timestep,flow,occupy,speed
3135,275,0.1054,59.4
3136,272,0.0893,60
3137,264,0.0899,60.7
3138,245,0.0947,57.7
3139,279,0.1061,57.9
3140,247,0.0865,60.1
3141,253,0.0954,58.3
3142,195,0.0732,59.3
3143,237,0.0883,58.3
3144,230,0.0845,59.2
3145,205,0.0763,59.4
3146,187,0.0731,58.8
3147,206,0.0766,61
3148,234,0.0846,59.2
3149,192,0.0737,60.2
3150,167,0.0665,58.9
3151,197,0.0753,59.7
3152,165,0.0659,58.5
3153,163,0.0615,60.9
3154,181,0.0761,59
3155,158,0.0664,57
3156,135,0.0597,57.2
3157,144,0.0561,57.9
3158,131,0.0573,59.4
3159,107,0.0451,59.8
3160,127,0.0501,60.9
3161,112,0.0488,60
3162,113,0.0488,59.2
3163,115,0.0512,59.9
3164,118,0.0546,56.8
3165,115,0.0502,60.1
3166,106,0.0493,59.8
3167,76,0.0427,58.8
3168,103,0.0512,56.7
3169,108,0.0519,66.3
3170,74,0.0411,63.3
3171,104,0.0535,60
3172,111,0.0523,59.1
3173,89,0.0467,61.7
3174,99,0.05,58.3
3175,71,0.0391,60.2
3176,69,0.0383,60.5
3177,74,0.0427,58.6
3178,79,0.043,57.6
3179,70,0.0395,58.8
3180,69,0.0445,57.2
3181,76,0.05,55.7
3182,71,0.0464,59
3183,79,0.0404,61.6
3184,52,0.0357,63.4
3185,54,0.0366,61.4
3186,76,0.0428,62.8
3187,70,0.0433,61.2
3188,68,0.0386,63.5
3189,68,0.0443,61.1
3190,62,0.0431,60.3
3191,75,0.0461,61.4
3192,66,0.0381,63.2
3193,77,0.0503,61.4
3194,73,0.0524,59.8
3195,79,0.0488,60.7
3196,56,0.0415,60
3197,76,0.0517,59.4
3198,77,0.051,59.2
3199,61,0.0409,62.5
3200,70,0.0475,61.9
3201,77,0.0501,61.5
3202,88,0.0618,59.5
3203,71,0.046,60.5
3204,80,0.0509,60.9
3205,75,0.0496,61.1
3206,82,0.0547,62.2
3207,78,0.0511,62.5
3208,83,0.0473,65.3
3209,91,0.053,66
3210,109,0.0625,64.7
3211,114,0.0644,64.3
3212,139,0.076,63.6
3213,139,0.0628,67.3
3214,162,0.0742,67.3
3215,145,0.0674,66.8
3216,145,0.0737,66.4
3217,186,0.0922,64.5
3218,195,0.0918,65.4
3219,191,0.084,67.3
3220,257,0.1081,67.7
3221,266,0.1082,67.9
3222,296,0.1181,68.7
3223,293,0.1202,67.8
3224,330,0.1309,68.1
3225,403,0.1341,69.5
3226,385,0.1524,68
3227,442,0.1649,67.6
3228,449,0.1544,68.8
3229,467,0.1851,66.5
3230,452,0.2043,60
3231,493,0.2002,59.5
3232,510,0.2174,57.8
3233,434,0.2086,54.2
3234,422,0.2081,52.1
3235,459,0.1952,55
3236,459,0.1747,60.1
3237,453,0.1694,62.9
3238,453,0.1598,65.5
3239,479,0.179,65.8
3240,444,0.1556,68.1
3241,414,0.1576,63.7
3242,429,0.1633,61.1
3243,483,0.1933,58.9
3244,514,0.1974,57.9
3245,479,0.1836,54.5
3246,466,0.1775,54.6
3247,457,0.1832,52.7
3248,447,0.1914,50.1
3249,490,0.1771,53.2
3250,495,0.1844,52.7
3251,473,0.1766,54.6
3252,476,0.2262,49.9
3253,468,0.1905,50.1
3254,486,0.2228,48.3
3255,460,0.1977,47.8
3256,490,0.2023,48.6
3257,501,0.166,54.5
3258,469,0.1767,54.2
3259,497,0.1699,57
3260,496,0.1578,60
3261,476,0.1393,63.4
3262,466,0.1657,62
3263,457,0.1469,62.8
3264,467,0.1662,62.5
3265,434,0.1611,61.1
3266,475,0.1671,61.2
3267,446,0.159,61.1
3268,431,0.1623,61.2
3269,486,0.1657,61.3
3270,449,0.1515,62.1
3271,491,0.1755,60.3
3272,426,0.1501,61.7
3273,482,0.1614,62.4
3274,450,0.1767,59.5
3275,432,0.1601,60.4
3276,405,0.1552,59.4
3277,424,0.1599,59.3
3278,405,0.1523,59.9
3279,389,0.1564,59.6
3280,427,0.1645,59.7
3281,385,0.171,58.8
3282,338,0.1351,59.8
3283,303,0.127,58.9
3284,304,0.1372,58.8
3285,342,0.1372,59.4
3286,315,0.1214,60.1
3287,367,0.1465,59.1
3288,400,0.1657,57.7
3289,413,0.1741,57.1
3290,387,0.1557,57.3
3291,369,0.1745,56.3
3292,375,0.1656,56
3293,351,0.1647,56.2
3294,393,0.1726,55.2
3295,366,0.1637,55.8
3296,345,0.147,56.3
3297,420,0.1664,56.4
3298,358,0.1544,57.8
3299,374,0.154,57.1
3300,356,0.1484,57
3301,391,0.1657,57.3
3302,381,0.1668,57
3303,377,0.1542,58
3304,296,0.1249,59.7
3305,273,0.1084,60
3306,279,0.1171,59.7
3307,289,0.1061,60.5
3308,226,0.1143,60.6
3309,251,0.1075,60.9
3310,276,0.1152,60
3311,256,0.114,59.7
3312,357,0.1403,59.6
3313,362,0.1487,60.3
3314,328,0.1437,58.9
3315,375,0.1691,57.1
3316,382,0.1594,56.7
3317,383,0.1613,57.5
3318,382,0.1535,57.6
3319,357,0.1576,57.6
3320,326,0.1466,57.4
3321,327,0.1357,58.7
3322,362,0.1512,57.1
3323,385,0.1538,58.4
3324,338,0.1451,58.3
3325,370,0.1455,58.5
3326,381,0.1618,57.8
3327,371,0.1423,58.7
3328,369,0.1489,58.4
3329,343,0.15,59.3
3330,354,0.1392,59.9
3331,360,0.1476,59.6
3332,390,0.1478,60.2
3333,399,0.1502,61.3
3334,385,0.1435,61.1
3335,392,0.1532,59.9
3336,444,0.1598,60.1
3337,378,0.143,59.4
3338,384,0.1392,60.2
3339,404,0.15,58.9
3340,316,0.1109,61.7
3341,395,0.1442,61.9
3342,353,0.1285,61.9
3343,301,0.1048,62.1
3344,311,0.1098,64.4
3345,355,0.1379,60.7
3346,390,0.1419,61
3347,370,0.1325,61.6
3348,398,0.1373,61.2
3349,418,0.1478,60.3
3350,387,0.1458,59.3
3351,458,0.1774,58.6
3352,422,0.1551,59.2
3353,394,0.1422,59.2
3354,379,0.1322,60.1
3355,426,0.1479,60.5
3356,409,0.1496,60.3
3357,449,0.1553,60.7
3358,457,0.1558,60.5
3359,434,0.1415,62.2
3360,445,0.1514,61.3
3361,474,0.1598,61.6
3362,433,0.1468,61.8
3363,444,0.1505,61.8
3364,508,0.1665,62.2
3365,516,0.1549,63.4
3366,502,0.1561,63
3367,453,0.1484,63.3
3368,420,0.1371,63.4
3369,438,0.146,63
3370,483,0.1574,63.4
3371,507,0.1479,64.2
3372,435,0.1405,63.8
3373,434,0.1365,64.5
3374,496,0.1517,64.2
3375,502,0.153,63.8
3376,491,0.1562,61.6
3377,482,0.173,58.7
3378,541,0.1605,60.8
3379,480,0.1669,58.4
3380,519,0.1758,57.1
3381,493,0.1732,56.7
3382,501,0.1567,58
3383,457,0.1441,60.4
3384,451,0.1388,63
3385,457,0.1368,65
3386,461,0.1502,64.2
3387,382,0.121,65.2
3388,390,0.1321,64.6
3389,373,0.1135,65.7
3390,427,0.1363,65.3
3391,425,0.1277,65.5
3392,404,0.1279,65.5
3393,349,0.1083,67
3394,375,0.1232,65.1
3395,379,0.109,66.5
3396,353,0.124,65.3
3397,282,0.0929,65.7
3398,319,0.1099,64.5
3399,330,0.1142,64.3
3400,348,0.1109,65.2
3401,316,0.1003,65.9
3402,296,0.0992,66
3403,332,0.1003,67
3404,277,0.0948,66
3405,294,0.1032,64.5
3406,305,0.1046,64.6
3407,297,0.0981,65.1
3408,280,0.0881,67
3409,257,0.0877,65.4
3410,246,0.0905,63
3411,281,0.0952,63.7
3412,272,0.0911,63.9
3413,290,0.0998,64.4
3414,285,0.0998,63.9
3415,272,0.0893,65.1
3416,276,0.0916,65.2
3417,269,0.0907,64.8
3418,281,0.1037,62.7
3419,267,0.084,64.9
3420,279,0.0891,66.2
3421,249,0.0857,65.8
3422,275,0.0934,65.7
3423,270,0.0989,65.1
3424,276,0.1023,63.3
3425,243,0.0925,63.7
3426,236,0.0879,64.8
3427,276,0.1024,63.9
3428,257,0.0876,65.2
3429,241,0.0936,64.3
3430,256,0.0925,64.7
3431,249,0.0917,64.4
3432,246,0.0864,64.8
3433,210,0.0783,65
3434,237,0.0779,67.8
3435,226,0.0843,66.9
3436,167,0.0667,66.8
3437,177,0.0721,66.1
3438,204,0.076,65.6
3439,195,0.0637,69
3440,180,0.071,67.1
3441,155,0.0602,67.4
3442,181,0.0702,65.8
3443,165,0.068,64.4
3444,169,0.0648,66.4
3445,141,0.0627,65.7
3446,126,0.0545,65.8
3447,131,0.0497,68.7
3448,108,0.0495,68.5
3449,118,0.0587,64.8
3450,107,0.0454,65.8
3451,108,0.0469,68.8
3452,87,0.0408,68.3
3453,106,0.0509,65.3
3454,102,0.0482,65.7
3455,121,0.0539,63.7
3456,111,0.0546,63.4
3457,99,0.0515,66.4
3458,88,0.0422,67.3
3459,88,0.0453,67
3460,79,0.0468,65.8
3461,78,0.0461,65.8
3462,75,0.0415,65
3463,62,0.0369,64.8
3464,98,0.0455,67.5
3465,70,0.0393,66.2
3466,55,0.0328,65.9
3467,63,0.0352,65.7
3468,79,0.0425,63.8
3469,71,0.0403,67.1
3470,70,0.0405,68.8
3471,57,0.0355,69.2
3472,65,0.0386,67.4
3473,54,0.0347,69.2
3474,66,0.0418,67.8
3475,85,0.0521,64.5
3476,61,0.0391,65.1
3477,69,0.0461,65
3478,84,0.0533,64.5
3479,70,0.0383,68.2
3480,83,0.05,65.9
3481,51,0.0361,65
3482,65,0.0466,63.2
3483,69,0.0486,63.8
3484,77,0.0488,64.6
3485,64,0.0481,64.7
3486,53,0.0372,65.6
3487,78,0.0474,66.2
3488,52,0.0392,65.9
3489,68,0.0443,66.6
3490,80,0.0479,65.5
3491,79,0.0475,66.6
3492,73,0.0425,67.5
3493,72,0.0505,65.8
3494,75,0.0482,66.5
3495,99,0.0524,68.7
3496,97,0.0508,70.1
3497,92,0.0541,67.4
3498,92,0.0535,67.1
3499,104,0.0448,71.4
3500,99,0.0559,68.9
3501,124,0.067,67.5
3502,125,0.0637,67.8
3503,142,0.0628,70.7
3504,152,0.073,69.6
3505,195,0.0935,67.6
3506,154,0.0747,67.2
3507,200,0.0902,67.3
3508,242,0.0987,69.2
3509,259,0.1058,68.8
3510,325,0.1143,71.4
3511,291,0.1162,70.7
3512,378,0.1377,70.1
3513,344,0.1339,69.6
3514,401,0.153,69
3515,460,0.1732,68.7
3516,418,0.1682,67.1
3517,455,0.1848,65.7
3518,442,0.1658,65.9
3519,504,0.1901,65.5
3520,494,0.2008,63.5
3521,415,0.1962,58.2
3522,490,0.1934,60.4
3523,484,0.1825,62.7
3524,430,0.1661,65.7
3525,432,0.1636,66.8
3526,401,0.1461,68.6
3527,457,0.1656,67.7
3528,426,0.161,67.2
3529,415,0.1383,65.3
3530,409,0.1454,63.2
3531,465,0.1651,61.5
3532,469,0.1519,62.5
3533,466,0.1598,62
3534,475,0.161,62
3535,458,0.1721,58
3536,515,0.1721,59.7
3537,475,0.1693,58.8
3538,463,0.2239,51.6
3539,489,0.2306,48.3
3540,448,0.1898,48.3
3541,437,0.1715,50.1
3542,438,0.1791,50.7
3543,489,0.1944,51.6
3544,451,0.1826,51.4
3545,483,0.2323,48.1
3546,483,0.2517,45.1
3547,463,0.2299,44.7
3548,509,0.2823,42.2
3549,464,0.2258,43.4
3550,484,0.1895,47.8
3551,486,0.1653,54
3552,462,0.153,59
3553,395,0.1299,62.3
3554,445,0.1531,62.4
3555,443,0.1511,62.1
3556,466,0.1703,60.7
3557,448,0.1656,59.7
3558,438,0.1495,60.7
3559,482,0.1742,60.8
3560,472,0.1574,61.4
3561,451,0.1687,59.5
3562,441,0.1639,60.4
3563,496,0.1817,59.8
3564,400,0.1499,60.3
3565,423,0.1708,58.7
3566,397,0.1489,60.3
3567,441,0.175,59
3568,401,0.1589,59.3
3569,459,0.1791,57.6
3570,447,0.1692,58.4
3571,456,0.1604,60.1
3572,422,0.1806,57.4
3573,427,0.1611,58.1
3574,462,0.1891,57.5
3575,451,0.1808,57.5
3576,428,0.1679,58.3
3577,401,0.1552,58.5
3578,439,0.1846,57.3
3579,449,0.1787,58.1
3580,458,0.1953,56.7
3581,430,0.1671,58
3582,428,0.162,59.3
3583,439,0.1806,58
3584,440,0.184,58.1
3585,396,0.167,57.6
3586,450,0.1728,58.3
3587,400,0.1452,59.6
3588,419,0.1617,59.1
3589,410,0.1665,58.3
3590,360,0.1469,58.9
3591,435,0.1611,59.2
3592,399,0.1554,58.9
3593,480,0.1904,57.8
3594,403,0.1689,58.4
3595,398,0.146,58.8
3596,445,0.1813,59
3597,467,0.189,58.2
3598,423,0.1735,58.1
3599,452,0.1745,58
3600,420,0.1765,57.3
3601,462,0.1997,56.2
3602,404,0.1772,55.9
3603,441,0.1838,56
3604,482,0.1924,56.1
3605,441,0.193,55.9
3606,469,0.1775,57.3
3607,452,0.1799,57
3608,428,0.1733,56.9
3609,450,0.1785,57.7
3610,449,0.175,57.4
3611,412,0.1749,56.6
3612,421,0.1495,59.7
3613,444,0.1835,58.7
3614,447,0.1809,57.6
3615,469,0.1939,56.6
3616,452,0.1792,56.8
3617,406,0.1809,56.1
3618,436,0.1886,56.4
3619,435,0.1683,57.3
3620,432,0.1762,57.4
3621,468,0.1908,56.7
3622,435,0.1636,58.1
3623,420,0.1385,61
3624,448,0.1648,60.4
3625,394,0.1405,60.4
3626,412,0.1725,58.6
3627,399,0.1513,58.4
3628,455,0.1729,59.2
3629,444,0.1586,60
3630,416,0.157,59.5
3631,459,0.1698,58.9
3632,411,0.1489,60.4
3633,455,0.1636,60.4
3634,464,0.1603,60.9
3635,473,0.1646,60.5
3636,451,0.1649,59.8
3637,473,0.1565,61
3638,411,0.158,60
3639,455,0.1601,60.5
3640,439,0.15,61.7
3641,463,0.1508,62.3
3642,483,0.1624,61.8
3643,408,0.1525,60.8
3644,439,0.1435,61.9
3645,472,0.1635,61.2
3646,476,0.1554,61.9
3647,434,0.1413,62.9
3648,460,0.1522,62.3
3649,459,0.1475,62.7
3650,441,0.1526,62.6
3651,448,0.1482,62.9
3652,469,0.1543,63.1
3653,460,0.1635,61.3
3654,464,0.1561,61.3
3655,457,0.1449,63
3656,485,0.1546,63.8
3657,452,0.1486,63.4
3658,481,0.1558,63.4
3659,455,0.1444,64
3660,417,0.1384,63.8
3661,458,0.1534,63.6
3662,489,0.1479,63.9
3663,481,0.1611,63.6
3664,494,0.1511,63.8
3665,485,0.1546,62.5
3666,501,0.1654,61.5
3667,503,0.1732,58.8
3668,507,0.1614,61
3669,505,0.1696,59.3
3670,487,0.1628,59
3671,472,0.1475,60.9
3672,465,0.1488,62.3
3673,496,0.1535,63.8
3674,484,0.1427,65
3675,474,0.143,66
3676,433,0.1272,67.9
3677,425,0.1388,65.9
3678,445,0.1334,66.3
3679,400,0.1177,67.8
3680,369,0.1224,65.8
3681,421,0.1231,66.9
3682,393,0.1291,66.1
3683,410,0.1268,65.9
3684,344,0.1154,65.7
3685,311,0.1111,64.8
3686,324,0.1093,64.1
3687,340,0.1126,64.3
3688,345,0.1138,64.5
3689,292,0.0989,65.2
3690,311,0.1031,64.4
3691,276,0.0918,65.4
3692,290,0.1068,63.1
3693,301,0.0875,67.1
3694,341,0.1182,64.6
3695,307,0.1019,65.3
3696,292,0.1067,63.4
3697,279,0.0892,66.2
3698,276,0.0943,65.6
3699,288,0.0963,65.2
3700,288,0.0911,66.1
3701,278,0.0903,67
3702,274,0.0938,65.5
3703,262,0.0993,62.8
3704,265,0.0898,65.2
3705,283,0.1011,64.5
3706,272,0.0952,65.2
3707,269,0.0969,64.4
3708,260,0.0997,62.7
3709,280,0.0916,64
3710,291,0.0998,64.9
3711,267,0.0949,64.1
3712,278,0.1012,63.6
3713,283,0.0972,63.6
3714,267,0.0844,66.3
3715,255,0.0824,68.5
3716,282,0.0964,67.2
3717,246,0.0939,65.8
3718,244,0.0876,65.9
3719,260,0.0866,66.2
3720,253,0.0853,66.7
3721,236,0.0805,67.8
3722,213,0.0773,66.8
3723,204,0.0772,66.8
3724,180,0.0687,67.1
3725,198,0.069,68.4
3726,173,0.0595,70.1
3727,175,0.0609,69.1
3728,167,0.0635,68.2
3729,148,0.0575,67.3
3730,190,0.0761,65.7
3731,158,0.0587,66.9
3732,147,0.0612,66.1
3733,125,0.053,67.9
3734,119,0.0458,69.3
3735,151,0.0562,70.7
3736,104,0.0472,68.8
3737,127,0.0494,71
3738,109,0.0514,67.3
3739,125,0.05,69.2
3740,114,0.0486,67.3
3741,132,0.0553,67.2
3742,93,0.0441,66.8
3743,118,0.0528,66.1
3744,83,0.0426,65.7
3745,84,0.0415,66.1
3746,82,0.0413,67.3
3747,105,0.0485,68.8
3748,109,0.0463,70.8
3749,89,0.0486,67.8
3750,66,0.0421,66.1
3751,73,0.0403,66.5
3752,95,0.0494,65.7
3753,61,0.0401,65
3754,61,0.0373,65.5
3755,80,0.0394,69.1
3756,63,0.0374,67.5
3757,66,0.0413,66.5
3758,52,0.0353,65.5
3759,70,0.0368,67.8
3760,69,0.0388,67.6
3761,59,0.0395,66
3762,77,0.0436,67.7
3763,57,0.036,67.9
3764,75,0.0378,70.7
3765,52,0.0338,69.5
3766,88,0.0451,68.9
3767,66,0.0436,67.1
3768,68,0.0411,65.1
3769,43,0.0327,66.9
3770,54,0.0386,64.5
3771,61,0.0441,64.6
3772,58,0.0406,63.9
3773,65,0.0417,64.4
3774,75,0.043,65.3
3775,70,0.0468,64.3
3776,59,0.042,61.8
3777,57,0.0361,64.7
3778,84,0.0474,66.3
3779,76,0.0472,65.4
3780,70,0.0458,64.2
3781,89,0.0532,63.6
3782,65,0.0453,62.9
3783,76,0.0447,64.3
3784,77,0.0425,66.5
3785,93,0.0511,66.6
3786,81,0.0525,65.2
3787,98,0.0528,65
3788,102,0.0589,63.5
3789,125,0.0602,65.3
3790,146,0.0669,66.9
3791,141,0.0693,66.1
3792,152,0.0802,65
3793,152,0.0705,65.4
3794,174,0.074,67.9
3795,175,0.0787,69.1
3796,250,0.1034,68
3797,271,0.1025,69.3
3798,271,0.1114,68.7
3799,285,0.106,70
3800,346,0.1309,69.4
3801,344,0.1296,69.8
3802,395,0.1395,69.8
3803,398,0.1472,69.6
3804,433,0.1657,68
3805,483,0.1901,66.3
3806,473,0.1862,65
3807,509,0.1914,64.1
3808,452,0.2022,59.2
3809,457,0.2175,56.1
3810,408,0.2511,50.3
3811,469,0.3038,45.5
3812,418,0.1971,48
3813,476,0.2085,50.9
3814,497,0.2076,54
3815,456,0.2186,52.9
3816,421,0.2003,51.5
3817,384,0.1509,52.8
3818,409,0.1477,57
3819,440,0.1608,58.7
3820,458,0.1617,59.5
3821,477,0.1736,58.7
3822,467,0.1727,58.5
3823,473,0.1638,59.4
3824,419,0.1517,59.4
3825,435,0.2275,50.6
3826,517,0.2671,47.2
3827,485,0.2128,47.4
3828,447,0.1874,48.1
3829,478,0.2169,47.1
3830,480,0.2244,46.7
3831,491,0.1981,48.6
3832,491,0.2309,47
3833,476,0.1825,50.4
3834,444,0.1521,55.8
3835,501,0.159,60.4
3836,462,0.1604,60.9
3837,480,0.1616,61.2
3838,458,0.156,61.2
3839,454,0.1479,62
3840,472,0.154,61.4
3841,501,0.1708,61
3842,424,0.1499,60.9
3843,451,0.1513,61.6
3844,457,0.1607,61.6
3845,426,0.1566,60.7
3846,453,0.1811,59.3
3847,463,0.1596,59.7
3848,487,0.1831,59.6
3849,471,0.1703,59.8
3850,462,0.164,60.3
3851,424,0.1545,60.4
3852,482,0.1711,59.8
3853,442,0.1712,58.7
3854,462,0.172,58.4
3855,420,0.1613,58.7
3856,425,0.1633,58.8
3857,450,0.1817,58.2
3858,464,0.1645,59.4
3859,452,0.1845,58.1
3860,409,0.1711,57.1
3861,494,0.1812,58
3862,465,0.1739,58.2
3863,436,0.1799,57.2
3864,438,0.18,57.3
3865,419,0.1665,57.7
3866,441,0.171,58.2
3867,428,0.1716,57.2
3868,465,0.1891,57
3869,397,0.1673,56.9
3870,430,0.1808,56.5
3871,396,0.1672,57.5
3872,436,0.177,57.7
3873,417,0.1517,58.4
3874,493,0.1807,58.9
3875,429,0.1648,59.5
3876,425,0.1678,58.6
3877,406,0.1619,58.5
3878,450,0.1711,58.9
3879,456,0.1738,58
3880,454,0.1798,57.5
3881,445,0.1797,57.5
3882,388,0.153,58
3883,417,0.1524,58.4
3884,394,0.1562,58.8
3885,440,0.1599,59.1
3886,447,0.1708,59.5
3887,417,0.1506,59.6
3888,386,0.1565,58.3
3889,399,0.1518,59.2
3890,435,0.1734,58.2
3891,428,0.1697,58.8
3892,425,0.159,58.5
3893,467,0.1731,58.2
3894,472,0.1799,58.2
3895,407,0.1577,59
3896,424,0.1577,59.6
3897,457,0.1674,59.5
3898,400,0.1545,59.6
3899,446,0.1726,58.2
3900,396,0.1565,58.5
3901,399,0.1455,59.5
3902,360,0.1453,59
3903,431,0.1598,59
3904,374,0.1405,59.7
3905,434,0.1481,60.6
3906,467,0.1804,58.8
3907,419,0.1503,60.2
3908,415,0.1524,59.5
3909,411,0.1452,60.8
3910,376,0.1394,59.8
3911,466,0.1593,60.9
3912,408,0.1433,61
3913,429,0.1594,60.2
3914,386,0.151,59.2
3915,461,0.161,60.3
3916,413,0.1486,60.1
3917,471,0.1662,60.4
3918,420,0.1534,60.6
3919,434,0.1451,61.4
3920,193,0.077,62.6
3921,451,0.1647,60.9
3922,462,0.1528,61.3
3923,435,0.1492,60.8
3924,413,0.1465,60.5
3925,447,0.146,61.8
3926,388,0.1376,60.3
3927,363,0.1281,61.7
3928,385,0.1386,60.7
3929,380,0.1345,61.6
3930,403,0.1362,61.6
3931,468,0.1567,61.5
3932,456,0.1497,61.8
3933,451,0.1506,61.9
3934,456,0.1592,61.1
3935,482,0.1416,63.8
3936,492,0.155,63.5
3937,416,0.1464,62.4
3938,437,0.1457,61.6
3939,449,0.1483,62.2
3940,505,0.1633,62.3
3941,476,0.1516,63.1
3942,491,0.1507,63.5
3943,482,0.1548,63.4
3944,510,0.1596,64.2
3945,416,0.1241,66.2
3946,369,0.1133,66.2
3947,380,0.1297,65.1
3948,363,0.1114,66.3
3949,363,0.1209,64.9
3950,403,0.125,65.2
3951,417,0.1339,65.2
3952,453,0.138,66.4
3953,468,0.1444,65.7
3954,441,0.1347,65.4
3955,453,0.1354,66.7
3956,439,0.1304,65.8
3957,475,0.1508,65
3958,474,0.1441,65.2
3959,467,0.1409,65.2
3960,526,0.1649,63.5
3961,468,0.1562,62.2
3962,444,0.1372,63.3
3963,330,0.1027,65.3
3964,309,0.1032,66.7
3965,329,0.1084,65.9
3966,358,0.1249,64.5
3967,421,0.1341,64.2
3968,456,0.1413,64.7
3969,433,0.1379,63.9
3970,428,0.1479,61.2
3971,385,0.1792,53.6
3972,413,0.2097,47.4
3973,315,0.1281,49.2
3974,320,0.1052,57.5
3975,355,0.1105,62
3976,342,0.117,63
3977,335,0.1115,63.8
3978,313,0.1005,64.9
3979,295,0.1072,63.3
3980,302,0.1108,62.2
3981,301,0.1085,62.5
3982,326,0.1058,63.6
3983,316,0.1065,63.4
3984,256,0.092,63.9
3985,281,0.1048,62.7
3986,302,0.0956,64.9
3987,258,0.0945,64.8
3988,340,0.1104,64
3989,277,0.1027,63
3990,250,0.086,63.8
3991,299,0.1102,62.3
3992,248,0.0943,61.5
3993,265,0.09,63.2
3994,292,0.1037,63
3995,294,0.0972,64.1
3996,255,0.0881,64.2
3997,307,0.1088,63.7
3998,284,0.0993,65.4
3999,302,0.108,64.9
4000,297,0.1048,65.3
4001,312,0.1036,64.7
4002,297,0.0981,64.7
4003,326,0.1057,66
4004,257,0.0895,66.3
4005,265,0.0944,65.6
4006,276,0.0952,65.9
4007,290,0.0974,66.3
4008,225,0.0762,68.1
4009,218,0.0809,67.2
4010,236,0.0799,68.4
4011,229,0.0789,68.9
4012,188,0.065,69.3
4013,183,0.0653,69.5
4014,174,0.0603,70.2
4015,172,0.06,70.8
4016,171,0.0558,71.3
4017,184,0.0635,70.4
4018,171,0.0709,68.4
4019,158,0.0606,68.9
4020,159,0.0622,67.8
4021,128,0.0517,69.6
4022,172,0.0636,69.4
4023,127,0.0481,70.8
4024,143,0.0521,70.8
4025,116,0.0478,70.6
4026,108,0.0431,70.8
4027,96,0.0411,71.2
4028,87,0.0418,69.2
4029,127,0.0568,67.5
4030,114,0.0492,66.7
4031,101,0.0461,67.6
4032,90,0.046,66
4033,107,0.0468,66.5
4034,92,0.0443,67.2
4035,85,0.043,67.5
4036,89,0.0463,63.8
4037,109,0.0461,67.1
4038,87,0.0436,66.5
4039,95,0.0499,65.4
4040,110,0.0578,64.3
4041,95,0.0588,60.4
4042,87,0.0442,63.1
4043,87,0.0428,65.3
4044,106,0.0526,65.5
4045,75,0.0411,67.5
4046,74,0.0394,68.2
4047,78,0.0399,68.9
4048,87,0.0448,66.8
4049,78,0.0446,67.8
4050,76,0.0448,67
4051,93,0.0556,64.1
4052,71,0.045,64.5
4053,56,0.0366,66.1
4054,80,0.0449,65.5
4055,71,0.0389,67.4
4056,65,0.0391,65.5
4057,49,0.0385,63
4058,79,0.046,66.8
4059,80,0.0488,64.3
4060,76,0.05,64.1
4061,57,0.0417,63.5
4062,86,0.0543,64.5
4063,69,0.0421,65.8
4064,80,0.0497,65.5
4065,60,0.035,66.5
4066,81,0.0501,65.8
4067,74,0.0451,65.2
4068,58,0.0363,66.7
4069,98,0.0573,64.4
4070,67,0.0416,66.3
4071,73,0.0505,64.5
4072,96,0.053,65
4073,90,0.0502,66.2
4074,93,0.0546,64.7
4075,109,0.0592,64.5
4076,130,0.0747,64.1
4077,131,0.0676,64.8
4078,137,0.0681,66.4
4079,136,0.0648,67.9
4080,148,0.0715,68
4081,171,0.075,66.6
4082,184,0.0732,69.8
4083,188,0.0884,68.3
4084,223,0.0892,68.9
4085,230,0.0931,69.6
4086,282,0.1051,70.4
4087,293,0.1069,70.8
4088,340,0.1359,69.5
4089,326,0.1327,68.4
4090,351,0.1433,66.4
4091,407,0.1505,67
4092,412,0.1632,66.3
4093,417,0.1441,68
4094,409,0.159,65.9
4095,442,0.1712,65.3
4096,430,0.1599,65.9
4097,406,0.1614,65.7
4098,393,0.1408,66.7
4099,392,0.1441,66.8
4100,406,0.1668,65.6
4101,395,0.148,65.8
4102,372,0.1377,66.5
4103,360,0.1235,68.8
4104,380,0.1457,67.2
4105,345,0.1324,63.4
4106,352,0.1311,62
4107,388,0.1394,60.5
4108,421,0.1533,59.8
4109,392,0.1415,60
4110,412,0.148,60
4111,434,0.1465,60.2
4112,410,0.1495,60.5
4113,462,0.16,60.4
4114,430,0.1618,58.9
4115,455,0.154,60.2
4116,442,0.1401,61
4117,386,0.1413,61.5
4118,427,0.1468,60.3
4119,454,0.1666,59.6
4120,498,0.1698,59.9
4121,441,0.1522,60.2
4122,453,0.1682,58.9
4123,413,0.1431,59.5
4124,474,0.1593,59.8
4125,470,0.1637,59.7
4126,464,0.1549,60.3
4127,419,0.1396,61.6
4128,456,0.1606,60.6
4129,407,0.138,61.2
4130,403,0.1481,59.8
4131,426,0.1552,59.4
4132,419,0.1508,58.9
4133,407,0.1537,59
4134,494,0.2069,55.2
4135,400,0.144,57.7
4136,402,0.1491,58.2
4137,454,0.1552,60.2
4138,443,0.1614,59.1
4139,431,0.1496,59.6
4140,437,0.1616,58.9
4141,372,0.1407,59.5
4142,414,0.1598,58.2
4143,411,0.1603,58.1
4144,437,0.1629,57.8
4145,410,0.1658,57.4
4146,426,0.1619,58
4147,435,0.1594,57.9
4148,464,0.1713,57.4
4149,418,0.1623,57.1
4150,426,0.1563,57.7
4151,433,0.1576,58.4
4152,409,0.1553,58.3
4153,410,0.1699,57
4154,426,0.1645,57.8
4155,432,0.1701,57.5
